seed_a,seed_b,leaf_a,leaf_b,match_jaccard,n_a,n_b,method,t,jaccard_admitted,weak_match
1,3,6,9,0.8055555555555556,30,35,threshold,0.9,0.7727272727272727,False
1,3,6,9,0.8055555555555556,30,35,threshold,0.8,0.8,False
1,3,6,9,0.8055555555555556,30,35,db,1.0,0.7551020408163265,False
1,3,6,9,0.8055555555555556,30,35,db,0.95,0.6764705882352942,False
1,3,6,9,0.8055555555555556,30,35,db,0.9,0.7333333333333333,False
1,3,6,9,0.8055555555555556,30,35,db,0.8,0.75,False
1,3,2,7,0.7021276595744681,46,34,threshold,1.0,0.5384615384615384,False
1,3,2,7,0.7021276595744681,46,34,threshold,0.95,0.4864864864864865,False
1,3,2,7,0.7021276595744681,46,34,threshold,0.9,0.6,False
1,3,2,7,0.7021276595744681,46,34,threshold,0.8,0.25,False
1,3,2,7,0.7021276595744681,46,34,db,1.0,0.5384615384615384,False
1,3,2,7,0.7021276595744681,46,34,db,0.95,0.5306122448979592,False
1,3,2,7,0.7021276595744681,46,34,db,0.9,0.5263157894736842,False
1,3,2,7,0.7021276595744681,46,34,db,0.8,0.5,False
1,3,4,8,0.5425531914893617,92,53,threshold,1.0,0.2620481927710843,False
1,3,4,8,0.5425531914893617,92,53,threshold,0.95,0.24193548387096775,False
1,3,4,8,0.5425531914893617,92,53,threshold,0.9,0.34615384615384615,False
1,3,4,8,0.5425531914893617,92,53,threshold,0.8,0.2777777777777778,False
1,3,4,8,0.5425531914893617,92,53,db,1.0,0.2620481927710843,False
1,3,4,8,0.5425531914893617,92,53,db,0.95,0.2785714285714286,False
1,3,4,8,0.5425531914893617,92,53,db,0.9,0.2882882882882883,False
1,3,4,8,0.5425531914893617,92,53,db,0.8,0.4069767441860465,False
1,3,7,10,0.30985915492957744,31,62,threshold,1.0,0.18146718146718147,True
1,3,7,10,0.30985915492957744,31,62,threshold,0.95,0.1592920353982301,True
1,3,7,10,0.30985915492957744,31,62,threshold,0.9,0.21666666666666667,True
1,3,7,10,0.30985915492957744,31,62,threshold,0.8,0.11538461538461539,True
1,3,7,10,0.30985915492957744,31,62,db,1.0,0.18146718146718147,True
1,3,7,10,0.30985915492957744,31,62,db,0.95,0.16260162601626016,True
1,3,7,10,0.30985915492957744,31,62,db,0.9,0.26582278481012656,True
1,3,7,10,0.30985915492957744,31,62,db,0.8,0.21212121212121213,True
1,4,0,3,1.0,31,31,threshold,1.0,1.0,False
1,4,0,3,1.0,31,31,threshold,0.95,1.0,False
1,4,0,3,1.0,31,31,threshold,0.9,1.0,False
1,4,0,3,1.0,31,31,threshold,0.8,1.0,False
1,4,0,3,1.0,31,31,db,1.0,1.0,False
1,4,0,3,1.0,31,31,db,0.95,1.0,False
1,4,0,3,1.0,31,31,db,0.9,1.0,False
1,4,0,3,1.0,31,31,db,0.8,1.0,False
1,4,3,4,1.0,35,35,threshold,1.0,1.0,False
1,4,3,4,1.0,35,35,threshold,0.95,1.0,False
1,4,3,4,1.0,35,35,threshold,0.9,1.0,False
1,4,3,4,1.0,35,35,threshold,0.8,1.0,False
1,4,3,4,1.0,35,35,db,1.0,1.0,False
1,4,3,4,1.0,35,35,db,0.95,1.0,False
1,4,3,4,1.0,35,35,db,0.9,1.0,False
1,4,3,4,1.0,35,35,db,0.8,1.0,False
1,4,9,1,0.9615384615384616,155,151,threshold,1.0,0.9949494949494949,False
1,4,9,1,0.9615384615384616,155,151,threshold,0.95,0.970873786407767,False
1,4,9,1,0.9615384615384616,155,151,threshold,0.9,0.9558823529411765,False
1,4,9,1,0.9615384615384616,155,151,threshold,0.8,0.84375,False
1,4,9,1,0.9615384615384616,155,151,db,1.0,0.9949494949494949,False
1,4,9,1,0.9615384615384616,155,151,db,0.95,0.8066666666666666,False
1,4,9,1,0.9615384615384616,155,151,db,0.9,0.8321167883211679,False
1,4,9,1,0.9615384615384616,155,151,db,0.8,0.9699248120300752,False
1,4,1,2,0.96,50,48,threshold,1.0,0.8556701030927835,False
1,4,1,2,0.96,50,48,threshold,0.95,0.9210526315789473,False
1,4,1,2,0.96,50,48,threshold,0.9,0.875,False
1,4,1,2,0.96,50,48,threshold,0.8,0.7,False
1,4,1,2,0.96,50,48,db,1.0,0.8556701030927835,False
1,4,1,2,0.96,50,48,db,0.95,0.864406779661017,False
1,4,1,2,0.96,50,48,db,0.9,0.8431372549019608,False
1,4,1,2,0.96,50,48,db,0.8,0.7796610169491526,False
1,4,8,0,0.8452380952380952,82,73,threshold,1.0,0.6373626373626373,False
1,4,8,0,0.8452380952380952,82,73,threshold,0.95,0.6901408450704225,False
1,4,8,0,0.8452380952380952,82,73,threshold,0.9,0.6382978723404256,False
1,4,8,0,0.8452380952380952,82,73,threshold,0.8,0.5714285714285714,False
1,4,8,0,0.8452380952380952,82,73,db,1.0,0.6373626373626373,False
1,4,8,0,0.8452380952380952,82,73,db,0.95,0.6705882352941176,False
1,4,8,0,0.8452380952380952,82,73,db,0.9,0.6794871794871795,False
1,4,8,0,0.8452380952380952,82,73,db,0.8,0.5909090909090909,False
1,4,2,6,0.8333333333333334,46,42,threshold,1.0,0.6794871794871795,False
1,4,2,6,0.8333333333333334,46,42,threshold,0.95,0.5405405405405406,False
1,4,2,6,0.8333333333333334,46,42,threshold,0.9,0.6666666666666666,False
1,4,2,6,0.8333333333333334,46,42,threshold,0.8,0.2857142857142857,False
1,4,2,6,0.8333333333333334,46,42,db,1.0,0.6794871794871795,False
1,4,2,6,0.8333333333333334,46,42,db,0.95,0.6122448979591837,False
1,4,2,6,0.8333333333333334,46,42,db,0.9,0.7073170731707317,False
1,4,2,6,0.8333333333333334,46,42,db,0.8,0.42857142857142855,False
1,4,5,7,0.5426997245179064,358,202,threshold,1.0,0.5398671096345515,False
1,4,5,7,0.5426997245179064,358,202,threshold,0.95,0.5720164609053497,False
1,4,5,7,0.5426997245179064,358,202,threshold,0.9,0.4720496894409938,False
1,4,5,7,0.5426997245179064,358,202,threshold,0.8,0.30357142857142855,False
1,4,5,7,0.5426997245179064,358,202,db,1.0,0.5398671096345515,False
1,4,5,7,0.5426997245179064,358,202,db,0.95,0.5745257452574526,False
1,4,5,7,0.5426997245179064,358,202,db,0.9,0.4668587896253602,False
1,4,5,7,0.5426997245179064,358,202,db,0.8,0.48292682926829267,False
1,4,4,10,0.5212765957446809,92,51,threshold,1.0,0.21987951807228914,False
1,4,4,10,0.5212765957446809,92,51,threshold,0.95,0.20967741935483872,False
1,4,4,10,0.5212765957446809,92,51,threshold,0.9,0.3148148148148148,False
1,4,4,10,0.5212765957446809,92,51,threshold,0.8,0.15,False
1,4,4,10,0.5212765957446809,92,51,db,1.0,0.21987951807228914,False
1,4,4,10,0.5212765957446809,92,51,db,0.95,0.23972602739726026,False
1,4,4,10,0.5212765957446809,92,51,db,0.9,0.34615384615384615,False
1,4,4,10,0.5212765957446809,92,51,db,0.8,0.41379310344827586,False
1,4,7,9,0.43478260869565216,31,68,threshold,1.0,0.2857142857142857,True
1,4,7,9,0.43478260869565216,31,68,threshold,0.95,0.3728813559322034,True
1,4,7,9,0.43478260869565216,31,68,threshold,0.9,0.3684210526315789,True
1,4,7,9,0.43478260869565216,31,68,threshold,0.8,0.3888888888888889,True
1,4,7,9,0.43478260869565216,31,68,db,1.0,0.2857142857142857,True
1,4,7,9,0.43478260869565216,31,68,db,0.95,0.345679012345679,True
1,4,7,9,0.43478260869565216,31,68,db,0.9,0.3709677419354839,True
1,4,7,9,0.43478260869565216,31,68,db,0.8,0.2777777777777778,True
2,3,1,0,0.9882352941176471,84,85,threshold,1.0,1.0,False
2,3,1,0,0.9882352941176471,84,85,threshold,0.95,1.0,False
2,3,1,0,0.9882352941176471,84,85,threshold,0.9,0.9777777777777777,False
2,3,1,0,0.9882352941176471,84,85,threshold,0.8,1.0,False
2,3,1,0,0.9882352941176471,84,85,db,1.0,1.0,False
2,3,1,0,0.9882352941176471,84,85,db,0.95,1.0,False
2,3,1,0,0.9882352941176471,84,85,db,0.9,0.863013698630137,False
2,3,1,0,0.9882352941176471,84,85,db,0.8,1.0,False
2,3,0,1,0.9746835443037974,157,155,threshold,1.0,0.9130434782608695,False
2,3,0,1,0.9746835443037974,157,155,threshold,0.95,0.9523809523809523,False
2,3,0,1,0.9746835443037974,157,155,threshold,0.9,0.9852941176470589,False
2,3,0,1,0.9746835443037974,157,155,threshold,0.8,0.9375,False
2,3,0,1,0.9746835443037974,157,155,db,1.0,0.9130434782608695,False
2,3,0,1,0.9746835443037974,157,155,db,0.95,0.8513513513513513,False
2,3,0,1,0.9746835443037974,157,155,db,0.9,0.8467153284671532,False
2,3,0,1,0.9746835443037974,157,155,db,0.8,0.9776119402985075,False
2,3,5,4,0.9142857142857143,32,35,threshold,1.0,0.8780487804878049,False
2,3,5,4,0.9142857142857143,32,35,threshold,0.95,0.9411764705882353,False
2,3,5,4,0.9142857142857143,32,35,threshold,0.9,0.8,False
2,3,5,4,0.9142857142857143,32,35,threshold,0.8,1.0,False
2,3,5,4,0.9142857142857143,32,35,db,1.0,0.8780487804878049,False
2,3,5,4,0.9142857142857143,32,35,db,0.95,0.8333333333333334,False
2,3,5,4,0.9142857142857143,32,35,db,0.9,0.875,False
2,3,5,4,0.9142857142857143,32,35,db,0.8,0.35,False
2,3,8,7,0.8611111111111112,33,34,threshold,1.0,0.7017543859649122,False
2,3,8,7,0.8611111111111112,33,34,threshold,0.95,0.84,False
2,3,8,7,0.8611111111111112,33,34,threshold,0.9,0.8571428571428571,False
2,3,8,7,0.8611111111111112,33,34,threshold,0.8,1.0,False
2,3,8,7,0.8611111111111112,33,34,db,1.0,0.7017543859649122,False
2,3,8,7,0.8611111111111112,33,34,db,0.95,0.7647058823529411,False
2,3,8,7,0.8611111111111112,33,34,db,0.9,0.6551724137931034,False
2,3,8,7,0.8611111111111112,33,34,db,0.8,0.5714285714285714,False
2,3,6,6,0.8324022346368715,350,306,threshold,1.0,0.7748447204968945,False
2,3,6,6,0.8324022346368715,350,306,threshold,0.95,0.8029197080291971,False
2,3,6,6,0.8324022346368715,350,306,threshold,0.9,0.7964071856287425,False
2,3,6,6,0.8324022346368715,350,306,threshold,0.8,0.6666666666666666,False
2,3,6,6,0.8324022346368715,350,306,db,1.0,0.7748447204968945,False
2,3,6,6,0.8324022346368715,350,306,db,0.95,0.7125890736342043,False
2,3,6,6,0.8324022346368715,350,306,db,0.9,0.6759002770083102,False
2,3,6,6,0.8324022346368715,350,306,db,0.8,0.6794582392776524,False
2,3,7,8,0.8225806451612904,60,53,threshold,1.0,0.552,False
2,3,7,8,0.8225806451612904,60,53,threshold,0.95,0.6904761904761905,False
2,3,7,8,0.8225806451612904,60,53,threshold,0.9,0.85,False
2,3,7,8,0.8225806451612904,60,53,threshold,0.8,0.5,False
2,3,7,8,0.8225806451612904,60,53,db,1.0,0.552,False
2,3,7,8,0.8225806451612904,60,53,db,0.95,0.576271186440678,False
2,3,7,8,0.8225806451612904,60,53,db,0.9,0.7,False
2,3,7,8,0.8225806451612904,60,53,db,0.8,0.7966101694915254,False
2,3,3,5,0.6571428571428571,50,66,threshold,1.0,0.536,False
2,3,3,5,0.6571428571428571,50,66,threshold,0.95,0.4691358024691358,False
2,3,3,5,0.6571428571428571,50,66,threshold,0.9,0.4473684210526316,False
2,3,3,5,0.6571428571428571,50,66,threshold,0.8,0.6153846153846154,False
2,3,3,5,0.6571428571428571,50,66,db,1.0,0.536,False
2,3,3,5,0.6571428571428571,50,66,db,0.95,0.47368421052631576,False
2,3,3,5,0.6571428571428571,50,66,db,0.9,0.5396825396825397,False
2,3,3,5,0.6571428571428571,50,66,db,0.8,0.34782608695652173,False
2,3,2,2,0.573170731707317,82,47,threshold,1.0,0.556390977443609,False
2,3,2,2,0.573170731707317,82,47,threshold,0.95,0.4794520547945205,False
2,3,2,2,0.573170731707317,82,47,threshold,0.9,0.4418604651162791,False
2,3,2,2,0.573170731707317,82,47,threshold,0.8,0.2857142857142857,False
2,3,2,2,0.573170731707317,82,47,db,1.0,0.556390977443609,False
2,3,2,2,0.573170731707317,82,47,db,0.95,0.41284403669724773,False
2,3,2,2,0.573170731707317,82,47,db,0.9,0.4594594594594595,False
2,3,2,2,0.573170731707317,82,47,db,0.8,0.3625,False
2,3,4,9,0.49295774647887325,71,35,threshold,1.0,0.3382352941176471,True
2,3,4,9,0.49295774647887325,71,35,threshold,0.95,0.390625,True
2,3,4,9,0.49295774647887325,71,35,threshold,0.9,0.5121951219512195,True
2,3,4,9,0.49295774647887325,71,35,threshold,0.8,0.35,True
2,3,4,9,0.49295774647887325,71,35,db,1.0,0.3382352941176471,True
2,3,4,9,0.49295774647887325,71,35,db,0.95,0.31868131868131866,True
2,3,4,9,0.49295774647887325,71,35,db,0.9,0.4142857142857143,True
2,3,4,9,0.49295774647887325,71,35,db,0.8,0.27586206896551724,True
2,4,0,1,0.9617834394904459,157,151,threshold,1.0,1.0,False
2,4,0,1,0.9617834394904459,157,151,threshold,0.95,0.9711538461538461,False
2,4,0,1,0.9617834394904459,157,151,threshold,0.9,0.9565217391304348,False
2,4,0,1,0.9617834394904459,157,151,threshold,0.8,0.875,False
2,4,0,1,0.9617834394904459,157,151,db,1.0,1.0,False
2,4,0,1,0.9617834394904459,157,151,db,0.95,0.8092105263157895,False
2,4,0,1,0.9617834394904459,157,151,db,0.9,0.8333333333333334,False
2,4,0,1,0.9617834394904459,157,151,db,0.8,0.9485294117647058,False
2,4,3,5,0.9411764705882353,50,49,threshold,1.0,0.9361702127659575,False
2,4,3,5,0.9411764705882353,50,49,threshold,0.95,0.8571428571428571,False
2,4,3,5,0.9411764705882353,50,49,threshold,0.9,1.0,False
2,4,3,5,0.9411764705882353,50,49,threshold,0.8,0.8888888888888888,False
2,4,3,5,0.9411764705882353,50,49,db,1.0,0.9361702127659575,False
2,4,3,5,0.9411764705882353,50,49,db,0.95,0.7868852459016393,False
2,4,3,5,0.9411764705882353,50,49,db,0.9,1.0,False
2,4,3,5,0.9411764705882353,50,49,db,0.8,0.4107142857142857,False
2,4,5,4,0.9142857142857143,32,35,threshold,1.0,0.8780487804878049,False
2,4,5,4,0.9142857142857143,32,35,threshold,0.95,0.9411764705882353,False
2,4,5,4,0.9142857142857143,32,35,threshold,0.9,0.8,False
2,4,5,4,0.9142857142857143,32,35,threshold,0.8,1.0,False
2,4,5,4,0.9142857142857143,32,35,db,1.0,0.8780487804878049,False
2,4,5,4,0.9142857142857143,32,35,db,0.95,0.8333333333333334,False
2,4,5,4,0.9142857142857143,32,35,db,0.9,0.875,False
2,4,5,4,0.9142857142857143,32,35,db,0.8,0.35,False
2,4,4,9,0.9041095890410958,71,68,threshold,1.0,0.7096774193548387,False
2,4,4,9,0.9041095890410958,71,68,threshold,0.95,0.7910447761194029,False
2,4,4,9,0.9041095890410958,71,68,threshold,0.9,0.8292682926829268,False
2,4,4,9,0.9041095890410958,71,68,threshold,0.8,0.8,False
2,4,4,9,0.9041095890410958,71,68,db,1.0,0.7096774193548387,False
2,4,4,9,0.9041095890410958,71,68,db,0.95,0.7291666666666666,False
2,4,4,9,0.9041095890410958,71,68,db,0.9,0.8695652173913043,False
2,4,4,9,0.9041095890410958,71,68,db,0.8,0.8679245283018868,False
2,4,1,0,0.8690476190476191,84,73,threshold,1.0,0.6170212765957447,False
2,4,1,0,0.8690476190476191,84,73,threshold,0.95,0.6049382716049383,False
2,4,1,0,0.8690476190476191,84,73,threshold,0.9,0.6595744680851063,False
2,4,1,0,0.8690476190476191,84,73,threshold,0.8,0.6842105263157895,False
2,4,1,0,0.8690476190476191,84,73,db,1.0,0.6170212765957447,False
2,4,1,0,0.8690476190476191,84,73,db,0.95,0.6781609195402298,False
2,4,1,0,0.8690476190476191,84,73,db,0.9,0.65,False
2,4,1,0,0.8690476190476191,84,73,db,0.8,0.5588235294117647,False
2,4,7,10,0.7903225806451613,60,51,threshold,1.0,0.5789473684210527,False
2,4,7,10,0.7903225806451613,60,51,threshold,0.95,0.675,False
2,4,7,10,0.7903225806451613,60,51,threshold,0.9,0.7272727272727273,False
2,4,7,10,0.7903225806451613,60,51,threshold,0.8,0.5,False
2,4,7,10,0.7903225806451613,60,51,db,1.0,0.5789473684210527,False
2,4,7,10,0.7903225806451613,60,51,db,0.95,0.6101694915254238,False
2,4,7,10,0.7903225806451613,60,51,db,0.9,0.5769230769230769,False
2,4,7,10,0.7903225806451613,60,51,db,0.8,0.8305084745762712,False
2,4,8,6,0.7045454545454546,33,42,threshold,1.0,0.6615384615384615,False
2,4,8,6,0.7045454545454546,33,42,threshold,0.95,0.7142857142857143,False
2,4,8,6,0.7045454545454546,33,42,threshold,0.9,0.7058823529411765,False
2,4,8,6,0.7045454545454546,33,42,threshold,0.8,0.2,False
2,4,8,6,0.7045454545454546,33,42,db,1.0,0.6615384615384615,False
2,4,8,6,0.7045454545454546,33,42,db,0.95,0.6,False
2,4,8,6,0.7045454545454546,33,42,db,0.9,0.5,False
2,4,8,6,0.7045454545454546,33,42,db,0.8,0.36585365853658536,False
2,4,2,2,0.5853658536585366,82,48,threshold,1.0,0.6240601503759399,False
2,4,2,2,0.5853658536585366,82,48,threshold,0.95,0.4931506849315068,False
2,4,2,2,0.5853658536585366,82,48,threshold,0.9,0.43902439024390244,False
2,4,2,2,0.5853658536585366,82,48,threshold,0.8,0.2857142857142857,False
2,4,2,2,0.5853658536585366,82,48,db,1.0,0.6240601503759399,False
2,4,2,2,0.5853658536585366,82,48,db,0.95,0.44036697247706424,False
2,4,2,2,0.5853658536585366,82,48,db,0.9,0.4533333333333333,False
2,4,2,2,0.5853658536585366,82,48,db,0.8,0.35365853658536583,False
2,4,6,7,0.5549295774647888,350,202,threshold,1.0,0.5150554675118859,False
2,4,6,7,0.5549295774647888,350,202,threshold,0.95,0.4804270462633452,False
2,4,6,7,0.5549295774647888,350,202,threshold,0.9,0.4444444444444444,False
2,4,6,7,0.5549295774647888,350,202,threshold,0.8,0.2857142857142857,False
2,4,6,7,0.5549295774647888,350,202,db,1.0,0.5150554675118859,False
2,4,6,7,0.5549295774647888,350,202,db,0.95,0.4793187347931874,False
2,4,6,7,0.5549295774647888,350,202,db,0.9,0.5114942528735632,False
2,4,6,7,0.5549295774647888,350,202,db,0.8,0.4419642857142857,False
3,4,4,4,1.0,35,35,threshold,1.0,1.0,False
3,4,4,4,1.0,35,35,threshold,0.95,1.0,False
3,4,4,4,1.0,35,35,threshold,0.9,1.0,False
3,4,4,4,1.0,35,35,threshold,0.8,1.0,False
3,4,4,4,1.0,35,35,db,1.0,1.0,False
3,4,4,4,1.0,35,35,db,0.95,1.0,False
3,4,4,4,1.0,35,35,db,0.9,1.0,False
3,4,4,4,1.0,35,35,db,0.8,1.0,False
3,4,2,2,0.9791666666666666,47,48,threshold,1.0,0.891566265060241,False
3,4,2,2,0.9791666666666666,47,48,threshold,0.95,0.972972972972973,False
3,4,2,2,0.9791666666666666,47,48,threshold,0.9,0.875,False
3,4,2,2,0.9791666666666666,47,48,threshold,0.8,1.0,False
3,4,2,2,0.9791666666666666,47,48,db,1.0,0.891566265060241,False
3,4,2,2,0.9791666666666666,47,48,db,0.95,0.9411764705882353,False
3,4,2,2,0.9791666666666666,47,48,db,0.9,0.9772727272727273,False
3,4,2,2,0.9791666666666666,47,48,db,0.8,0.9655172413793104,False
3,4,1,1,0.9490445859872612,155,151,threshold,1.0,0.9130434782608695,False
3,4,1,1,0.9490445859872612,155,151,threshold,0.95,0.9423076923076923,False
3,4,1,1,0.9490445859872612,155,151,threshold,0.9,0.9420289855072463,False
3,4,1,1,0.9490445859872612,155,151,threshold,0.8,0.8709677419354839,False
3,4,1,1,0.9490445859872612,155,151,db,1.0,0.9130434782608695,False
3,4,1,1,0.9490445859872612,155,151,db,0.95,0.9366197183098591,False
3,4,1,1,0.9490445859872612,155,151,db,0.9,0.9661016949152542,False
3,4,1,1,0.9490445859872612,155,151,db,0.8,0.9699248120300752,False
3,4,3,3,0.9375,31,31,threshold,1.0,0.9459459459459459,False
3,4,3,3,0.9375,31,31,threshold,0.95,0.9,False
3,4,3,3,0.9375,31,31,threshold,0.9,0.9375,False
3,4,3,3,0.9375,31,31,threshold,0.8,1.0,False
3,4,3,3,0.9375,31,31,db,1.0,0.9459459459459459,False
3,4,3,3,0.9375,31,31,db,0.95,0.9565217391304348,False
3,4,3,3,0.9375,31,31,db,0.9,0.84,False
3,4,3,3,0.9375,31,31,db,0.8,0.37142857142857144,False
3,4,0,0,0.8588235294117647,85,73,threshold,1.0,0.6170212765957447,False
3,4,0,0,0.8588235294117647,85,73,threshold,0.95,0.6049382716049383,False
3,4,0,0,0.8588235294117647,85,73,threshold,0.9,0.6739130434782609,False
3,4,0,0,0.8588235294117647,85,73,threshold,0.8,0.6842105263157895,False
3,4,0,0,0.8588235294117647,85,73,db,1.0,0.6170212765957447,False
3,4,0,0,0.8588235294117647,85,73,db,0.95,0.6781609195402298,False
3,4,0,0,0.8588235294117647,85,73,db,0.9,0.6052631578947368,False
3,4,0,0,0.8588235294117647,85,73,db,0.8,0.5588235294117647,False
3,4,8,10,0.8571428571428571,53,51,threshold,1.0,0.5841584158415841,False
3,4,8,10,0.8571428571428571,53,51,threshold,0.95,0.8125,False
3,4,8,10,0.8571428571428571,53,51,threshold,0.9,0.7619047619047619,False
3,4,8,10,0.8571428571428571,53,51,threshold,0.8,0.5555555555555556,False
3,4,8,10,0.8571428571428571,53,51,db,1.0,0.5841584158415841,False
3,4,8,10,0.8571428571428571,53,51,db,0.95,0.6538461538461539,False
3,4,8,10,0.8571428571428571,53,51,db,0.9,0.6415094339622641,False
3,4,8,10,0.8571428571428571,53,51,db,0.8,0.92,False
3,4,7,6,0.7674418604651163,34,42,threshold,1.0,0.7924528301886793,False
3,4,7,6,0.7674418604651163,34,42,threshold,0.95,0.6296296296296297,False
3,4,7,6,0.7674418604651163,34,42,threshold,0.9,0.7058823529411765,False
3,4,7,6,0.7674418604651163,34,42,threshold,0.8,0.2,False
3,4,7,6,0.7674418604651163,34,42,db,1.0,0.7924528301886793,False
3,4,7,6,0.7674418604651163,34,42,db,0.95,0.7222222222222222,False
3,4,7,6,0.7674418604651163,34,42,db,0.9,0.4418604651162791,False
3,4,7,6,0.7674418604651163,34,42,db,0.8,0.38461538461538464,False
3,4,6,7,0.6282051282051282,306,202,threshold,1.0,0.5973282442748091,False
3,4,6,7,0.6282051282051282,306,202,threshold,0.95,0.576271186440678,False
3,4,6,7,0.6282051282051282,306,202,threshold,0.9,0.5273972602739726,False
3,4,6,7,0.6282051282051282,306,202,threshold,0.8,0.35185185185185186,False
3,4,6,7,0.6282051282051282,306,202,db,1.0,0.5973282442748091,False
3,4,6,7,0.6282051282051282,306,202,db,0.95,0.5282485875706214,False
3,4,6,7,0.6282051282051282,306,202,db,0.9,0.47416413373860183,False
3,4,6,7,0.6282051282051282,306,202,db,0.8,0.5468277945619335,False
3,4,5,5,0.6197183098591549,66,49,threshold,1.0,0.524,False
3,4,5,5,0.6197183098591549,66,49,threshold,0.95,0.4691358024691358,False
3,4,5,5,0.6197183098591549,66,49,threshold,0.9,0.4473684210526316,False
3,4,5,5,0.6197183098591549,66,49,threshold,0.8,0.5714285714285714,False
3,4,5,5,0.6197183098591549,66,49,db,1.0,0.524,False
3,4,5,5,0.6197183098591549,66,49,db,0.95,0.5,False
3,4,5,5,0.6197183098591549,66,49,db,0.9,0.5396825396825397,False
3,4,5,5,0.6197183098591549,66,49,db,0.8,0.4,False
3,4,9,9,0.4714285714285714,35,68,threshold,1.0,0.25274725274725274,True
3,4,9,9,0.4714285714285714,35,68,threshold,0.95,0.44642857142857145,True
3,4,9,9,0.4714285714285714,35,68,threshold,0.9,0.5833333333333334,True
3,4,9,9,0.4714285714285714,35,68,threshold,0.8,0.35,True
3,4,9,9,0.4714285714285714,35,68,db,1.0,0.25274725274725274,True
3,4,9,9,0.4714285714285714,35,68,db,0.95,0.36585365853658536,True
3,4,9,9,0.4714285714285714,35,68,db,0.9,0.40625,True
3,4,9,9,0.4714285714285714,35,68,db,0.8,0.30357142857142855,True
3,4,10,11,0.26506024096385544,62,43,threshold,1.0,0.4986376021798365,True
3,4,10,11,0.26506024096385544,62,43,threshold,0.95,0.27607361963190186,True
3,4,10,11,0.26506024096385544,62,43,threshold,0.9,0.23333333333333334,True
3,4,10,11,0.26506024096385544,62,43,threshold,0.8,0.09090909090909091,True
3,4,10,11,0.26506024096385544,62,43,db,1.0,0.4986376021798365,True
3,4,10,11,0.26506024096385544,62,43,db,0.95,0.2602040816326531,True
3,4,10,11,0.26506024096385544,62,43,db,0.9,0.19696969696969696,True
3,4,10,11,0.26506024096385544,62,43,db,0.8,0.08235294117647059,True
